Restaurant_id,Name,Rating,cusines,delivery_review_number,location,Longitude,Latitude,Restaurant_link
197,Mad On Momos,4,Momos,87,"Banashankari, Bangalore",77.59445195,12.96528325,https://www.zomato.com/bangalore/mad-on-momos-banashankari-bangalore/order
198,Polar Bear,4.4,"Ice Cream, Beverages, Shake",4228,"Sarjapur Road, Bangalore",77.6653284,12.920441,https://www.zomato.com/bangalore/polar-bear-sarjapur-road/order
199,Behrouz Biryani,4.3,"Biryani, Kebab, Hyderabadi, Lucknowi",2640,"Old Airport Road, Bangalore",77.6663946,12.9583828,https://www.zomato.com/bangalore/behrouz-biryani-1-airport-road-bangalore/order
200,FreshMenu,3.7,"Continental, Healthy Food, Fast Food, Burger, Sandwich, Chinese, Pasta, Beverages",29900,"Whitefield, Bangalore",77.7497448,12.9696365,https://www.zomato.com/FreshMenuWhitefield/order
201,Chikpet Donne Biriyani House,3.8,"Biryani, Andhra, South Indian, Mughlai",5322,"Rajajinagar, Bangalore",77.554883,12.9882338,https://www.zomato.com/bangalore/chikpet-donne-biriyani-house-rajajinagar/order
202,Biriyani Zone,4,"Biryani, North Indian, Chinese, Mughlai, Kebab, Seafood, Ice Cream, Beverages",14000,"Marathahalli, Bangalore",77.6984163,12.9552572,https://www.zomato.com/bangalore/biriyani-zone-marathahalli/order
203,Leon's Burgers & Wings,4.2,"Burger, Fast Food, Wraps, Street Food, Desserts, Beverages",6346,"Rajajinagar, Bangalore",77.554883,12.9882338,https://www.zomato.com/bangalore/leons-burgers-wings-rajajinagar-bangalore/order
204,G 's Chinese Dragon,3.5,"Chinese, Momos",1392,"Seshadripuram, Bangalore",77.5753419,12.9931876,https://www.zomato.com/bangalore/g-s-chinese-dragon-1-seshadripuram-bangalore/order
205,KFC,3.5,"Burger, Fast Food, Biryani, Desserts, Beverages",5231,"Mantri Square, Malleshwaram, Bangalore",77.5753419,12.9931876,https://www.zomato.com/bangalore/kfc-1-malleshwaram/order
206,Biryani Day,3.8,"North Indian, Mughlai, Biryani, Seafood, Chinese",35900,"Marathahalli, Bangalore",77.6984163,12.9552572,https://www.zomato.com/bangalore/biryani-day-marathahalli/order
207,Polar Bear,4.3,"Ice Cream, Desserts, Bakery",168,"HSR, Bangalore",77.6398674,12.9092342,https://www.zomato.com/bangalore/polar-bear-2-hsr-bangalore/order
208,Dindigul Thalappakatti,3.9,"Biryani, North Indian, South Indian, Chinese, Seafood, Beverages",2224,"Brigade Road, Bangalore",77.6074716,12.9736132,https://www.zomato.com/bangalore/dindigul-thalappakatti-brigade-road-bangalore/order
209,KFC,3.9,"Burger, Fast Food, Biryani, Desserts, Beverages",25400,"Electronic City, Bangalore",77.64825296,12.8487599,https://www.zomato.com/bangalore/kfc-electronic-city/order
210,EasyBites by Empire,4,"Burger, Fast Food, Beverages",382,"Brigade Road, Bangalore",77.6074716,12.9736132,https://www.zomato.com/bangalore/easybites-by-empire-brigade-road-bangalore/order
211,Wendy's,3.7,"Burger, Fast Food, American",565,"Whitefield, Bangalore",77.7497448,12.9696365,https://www.zomato.com/bangalore/wendys-whitefield-bangalore/order
212,Donne Biriyani House,3.7,"Biryani, South Indian",44800,"HSR, Bangalore",77.6398674,12.9092342,https://www.zomato.com/bangalore/donne-biriyani-house-1-hsr-bangalore/order
213,Sri Udupi Park,3.9,"South Indian, North Indian, Chinese, Fast Food, Beverages, Desserts",4996,"Bannerghatta Road, Bangalore",77.6041899,12.9521804,https://www.zomato.com/bangalore/sri-udupi-park-bannerghatta-road-bangalore/order
214,Taco Bell,3.9,"Mexican, Fast Food, Wraps, Beverages",2534,"Vega City, Bannerghatta Road, Bangalore",77.60114314,12.90748805,https://www.zomato.com/bangalore/taco-bell-bannerghatta-road-bangalore/order
215,Behrouz Biryani,4.2,"Biryani, Kebab, Hyderabadi, Lucknowi",3366,"Koramangala 1st Block, Bangalore",77.6308832,12.9275886,https://www.zomato.com/bangalore/behrouz-biryani-koramangala-1st-block-bangalore/order
216,KFC,3.7,"Burger, Fast Food, Biryani, Desserts, Beverages",12400,"Kemp Fort Mall, Old Airport Road, Bangalore",77.65668689,12.95864555,https://www.zomato.com/bangalore/kfc-airport-road/order
217,Kwality Wall’s Frozen Dessert and Ice Cream Shop,4.5,"Ice Cream, Desserts",1510,"KR Puram, Bangalore",77.695935,13.007516,https://www.zomato.com/bangalore/kwality-walls-frozen-dessert-and-ice-cream-shop-2-kr-puram-bangalore/order
218,Nandhini Deluxe,4,"Andhra, Biryani, South Indian, North Indian, Chinese, Mughlai, Desserts, Beverages",9602,"Aloft Bengaluru Cessna Business Park, Kadubeesanahalli, Bangalore",77.695935,13.007516,https://www.zomato.com/bangalore/nandhini-deluxe-banashankari/order
219,WarmOven Cake & Desserts,4,"Bakery, Desserts, Ice Cream, Shake",10100,"Whitefield, Bangalore",77.7497448,12.9696365,https://www.zomato.com/bangalore/warmoven-cake-desserts-whitefield-bangalore/order
220,Al-Bek,3.9,"Mughlai, Arabian, North Indian, Chinese, Sichuan",4188,"Rajajinagar, Bangalore",77.554883,12.9882338,https://www.zomato.com/bangalore/al-bek-2-rajajinagar-bangalore/order
221,Kabab Magic,4.1,"North Indian, Kebab, Hyderabadi, Mughlai, Chinese, Rolls",30800,"Jayanagar, Bangalore",77.5824229,12.9292731,https://www.zomato.com/bangalore/kabab-magic-1-jayanagar/order
